verse_id	chapter	verse	text_en	polarity_en	label_en	text_es
HEB.4.13	4	13	Neither is there any creature that is not manifest in his sight: but all things {are} naked and opened unto the eyes of him with whom we have to do.	0.0	neutral	Y no hay cosa criada que no sea manifiesta en su presencia; antes todas las cosas están desnudas y abiertas á los ojos de aquel á quien tenemos que dar cuenta.
HEB.4.14	4	14	Seeing then that we have a great high priest, that is passed into the heavens, Jesus the Son of God, let us hold fast {our} profession.	0.3867	positive	Por tanto, teniendo un gran Pontífice, que penetró los cielos, Jesús el Hijo de Dios, retengamos nuestra profesión.
HEB.4.15	4	15	For we have not an high priest which cannot be touched with the feeling of our infirmities; but was in all points tempted like as {we are, yet} without sin.	0.16	positive	Porque no tenemos un Pontífice que no se pueda compadecer de nuestras flaquezas; mas tentado en todo según nuestra semejanza, pero sin pecado.
HEB.4.16	4	16	Let us therefore come boldly unto the throne of grace, that we may obtain mercy, and find grace to help in time of need.	0.3333	positive	Lleguémonos pues confiadamente al trono de la gracia, para alcanzar misericordia, y hallar gracia para el oportuno socorro.
HEB.5.1	5	1	For every high priest taken from among men is ordained for men in things {pertaining} to God, that he may offer both gifts and sacrifices for sins:	0.16	positive	PORQUE todo pontífice, tomado de entre los hombres, es constituído á favor de los hombres en lo que á Dios toca, para que ofrezca presentes y sacrificios por los pecados:
HEB.5.2	5	2	Who can have compassion on the ignorant, and on them that are out of the way; for that he himself also is compassed with infirmity. {can...: or, can reasonably bear with}	0.2	positive	Que se pueda compadecer de los ignorantes y extraviados, pues que él también está rodeado de flaqueza;
HEB.5.3	5	3	And by reason hereof he ought, as for the people, so also for himself, to offer for sins.	0.0	neutral	Y por causa de ella debe, como por sí mismo, así también por el pueblo, ofrecer por los pecados.
HEB.5.4	5	4	And no man taketh this honour unto himself, but he that is called of God, as {was} Aaron.	0.0	neutral	Ni nadie toma para sí la honra, sino el que es llamado de Dios, como Aarón.
HEB.5.5	5	5	So also Christ glorified not himself to be made an high priest; but he that said unto him, Thou art my Son, to day have I begotten thee.	0.16	positive	Así también Cristo no se glorificó á sí mismo haciéndose Pontífice, mas el que le dijo: Tú eres mi Hijo, Yo te he engendrado hoy;
HEB.5.6	5	6	As he saith also in another {place}, Thou {art} a priest for ever after the order of Melchisedec.	0.0	neutral	Como también dice en otro lugar: Tú eres sacerdote eternamente, Según el orden de Melchîsedec.
HEB.5.7	5	7	Who in the days of his flesh, when he had offered up prayers and supplications with strong crying and tears unto him that was able to save him from death, and was heard in that he feared; {in that...: or, for his piety}	0.2444	positive	El cual en los días de su carne, ofreciendo ruegos y súplicas con gran clamor y lágrimas al que le podía librar de la muerte, fué oído por su reverencial miedo.
HEB.5.8	5	8	Though he were a Son, yet learned he obedience by the things which he suffered;	0.0	neutral	Y aunque era Hijo, por lo que padeció aprendió la obediencia;
HEB.5.9	5	9	And being made perfect, he became the author of eternal salvation unto all them that obey him;	1.0	positive	Y consumado, vino á ser causa de eterna salud á todos los que le obedecen;
HEB.5.10	5	10	Called of God an high priest after the order of Melchisedec.	0.16	positive	Nombrado de Dios pontífice según el orden de Melchîsedec.
HEB.5.11	5	11	Of whom we have many things to say, and hard to be uttered, seeing ye are dull of hearing.	-0.0278	neutral	Del cual tenemos mucho que decir, y dificultoso de declarar, por cuanto sois flacos para oir.
HEB.5.12	5	12	For when for the time ye ought to be teachers, ye have need that one teach you again which {be} the first principles of the oracles of God; and are become such as have need of milk, and not of strong meat.	0.2278	positive	Porque debiendo ser ya maestros á causa del tiempo, tenéis necesidad de volver á ser enseñados cuáles sean los primeros rudimentos de las palabras de Dios; y habéis llegado á ser tales que tengáis necesidad de leche, y no de manjar sólido.
HEB.5.13	5	13	For every one that useth milk {is} unskilful in the word of righteousness: for he is a babe. {is unskillful: Gr. hath no experience}	0.0	neutral	Que cualquiera que participa de la leche, es inhábil para la palabra de la justicia, porque es niño;
HEB.5.14	5	14	But strong meat belongeth to them that are of full age, {even} those who by reason of use have their senses exercised to discern both good and evil. {of full age: or, perfect} {use: or, an habit, or, perfection}	0.3056	positive	Mas la vianda firme es para los perfectos, para los que por la costumbre tienen los sentidos ejercitados en el discernimiento del bien y del mal.
HEB.6.1	6	1	Therefore leaving the principles of the doctrine of Christ, let us go on unto perfection; not laying again the foundation of repentance from dead works, and of faith toward God, {principles...: or, word of the beginning of}	-0.2	negative	POR tanto, dejando la palabra del comienzo en la doctrina de Cristo, vamos adelante á la perfección; no echando otra vez el fundamento; no arrepentimiento de obras muertas, y de la fe en Dios,
HEB.6.2	6	2	Of the doctrine of baptisms, and of laying on of hands, and of resurrection of the dead, and of eternal judgment.	-0.2	negative	De la doctrina de bautismos, y de la imposición de manos, y de la resurrección de los muertos, y del juicio eterno.
HEB.6.3	6	3	And this will we do, if God permit.	0.0	neutral	Y esto haremos á la verdad, si Dios lo permitiere.
HEB.6.4	6	4	For {it is} impossible for those who were once enlightened, and have tasted of the heavenly gift, and were made partakers of the Holy Ghost,	-0.6667	negative	Porque es imposible que los que una vez fueron iluminados y gustaron el don celestial, y fueron hechos partícipes del Espíritu Santo.
HEB.6.5	6	5	And have tasted the good word of God, and the powers of the world to come,	0.7	positive	Y asimismo gustaron la buena palabra de Dios, y las virtudes del siglo venidero,
HEB.6.6	6	6	If they shall fall away, to renew them again unto repentance; seeing they crucify to themselves the Son of God afresh, and put {him} to an open shame.	0.0	neutral	Y recayeron, sean otra vez renovados para arrepentimiento, crucificando de nuevo para sí mismos al Hijo de Dios, y exponiéndole á vituperio.
HEB.6.7	6	7	For the earth which drinketh in the rain that cometh oft upon it, and bringeth forth herbs meet for them by whom it is dressed, receiveth blessing from God: {by: or, for}	-0.75	negative	Porque la tierra que embebe el agua que muchas veces vino sobre ella, y produce hierba provechosa á aquellos de los cuales es labrada, recibe bendición de Dios:
HEB.6.8	6	8	But that which beareth thorns and briers {is} rejected, and {is} nigh unto cursing; whose end {is} to be burned.	0.0	neutral	Mas la que produce espinas y abrojos, es reprobada, y cercana de maldición; cuyo fin será el ser abrasada.
HEB.6.9	6	9	But, beloved, we are persuaded better things of you, and things that accompany salvation, though we thus speak.	0.6	positive	Pero de vosotros, oh amados, esperamos mejores cosas, y más cercanas á salud, aunque hablamos así.
HEB.6.10	6	10	For God {is} not unrighteous to forget your work and labour of love, which ye have shewed toward his name, in that ye have ministered to the saints, and do minister.	0.5	positive	Porque Dios no es injusto para olvidar vuestra obra y el trabajo de amor que habéis mostrado á su nombre, habiendo asistido y asistiendo aún á los santos.
HEB.6.11	6	11	And we desire that every one of you do shew the same diligence to the full assurance of hope unto the end:	0.175	positive	Mas deseamos que cada uno de vosotros muestre la misma solicitud hasta el cabo, para cumplimiento de la esperanza:
HEB.6.12	6	12	That ye be not slothful, but followers of them who through faith and patience inherit the promises.	0.0	neutral	Que no os hagáis perezosos, mas imitadores de aquellos que por la fe y la paciencia heredan las promesas.
HEB.6.13	6	13	For when God made promise to Abraham, because he could swear by no greater, he sware by himself,	-0.25	negative	Porque prometiendo Dios á Abraham, no pudiendo jurar por otro mayor, juró por sí mismo,
HEB.6.14	6	14	Saying, Surely blessing I will bless thee, and multiplying I will multiply thee.	0.25	positive	Diciendo: De cierto te bendeciré bendiciendo, y multiplicando te multiplicaré.
HEB.6.15	6	15	And so, after he had patiently endured, he obtained the promise.	0.0	neutral	Y así, esperando con largura de ánimo, alcanzó la promesa.
HEB.6.16	6	16	For men verily swear by the greater: and an oath for confirmation {is} to them an end of all strife.	0.5	positive	Porque los hombres ciertamente por el mayor que ellos juran: y el fin de todas sus controversias es el juramento para confirmación.
HEB.6.17	6	17	Wherein God, willing more abundantly to shew unto the heirs of promise the immutability of his counsel, confirmed {it} by an oath: {confirmed...: Gr. interposed himself by}	0.2333	positive	Por lo cual, queriendo Dios mostrar más abundantemente á los herederos de la promesa la inmutabilidad de su consejo, interpuso juramento;
HEB.6.18	6	18	That by two immutable things, in which {it was} impossible for God to lie, we might have a strong consolation, who have fled for refuge to lay hold upon the hope set before us:	-0.1167	negative	Para que por dos cosas inmutables, en las cuales es imposible que Dios mienta, tengamos un fortísimo consuelo, los que nos acogemos á trabarnos de la esperanza propuesta:
HEB.6.19	6	19	Which {hope} we have as an anchor of the soul, both sure and stedfast, and which entereth into that within the veil;	0.5	positive	La cual tenemos como segura y firme ancla del alma, y que entra hasta dentro del velo;
HEB.6.20	6	20	Whither the forerunner is for us entered, {even} Jesus, made an high priest for ever after the order of Melchisedec.	0.16	positive	Donde entró por nosotros como precursor Jesús, hecho Pontífice eternalmente según el orden de Melchîsedec.
HEB.7.1	7	1	For this Melchisedec, king of Salem, priest of the most high God, who met Abraham returning from the slaughter of the kings, and blessed him;	0.33	positive	PORQUE este Melchîsedec, rey de Salem, sacerdote del Dios Altísimo, el cual salió á recibir á Abraham que volvía de la derrota de los reyes, y le bendijo,
HEB.7.2	7	2	To whom also Abraham gave a tenth part of all; first being by interpretation King of righteousness, and after that also King of Salem, which is, King of peace;	0.25	positive	Al cual asimismo dió Abraham los diezmos de todo, primeramente él se interpreta Rey de justicia; y luego también Rey de Salem, que es, Rey de paz;
HEB.7.3	7	3	Without father, without mother, without descent, having neither beginning of days, nor end of life; but made like unto the Son of God; abideth a priest continually. {without descent: Gr. without pedigree}	0.0	neutral	Sin padre, sin madre, sin linaje; que ni tiene principio de días, ni fin de vida, mas hecho semejante al Hijo de Dios, permanece sacerdote para siempre.
HEB.7.4	7	4	Now consider how great this man {was}, unto whom even the patriarch Abraham gave the tenth of the spoils.	0.8	positive	Mirad pues cuán grande fué éste, al cual aun Abraham el patriarca dió diezmos de los despojos.
HEB.7.5	7	5	And verily they that are of the sons of Levi, who receive the office of the priesthood, have a commandment to take tithes of the people according to the law, that is, of their brethren, though they come out of the loins of Abraham:	0.0	neutral	Y ciertamente los que de los hijos de Leví toman el sacerdocio, tienen mandamiento de tomar del pueblo los diezmos según la ley, es á saber, de sus hermanos aunque también hayan salido de los lomos de Abraham.
HEB.7.6	7	6	But he whose descent is not counted from them received tithes of Abraham, and blessed him that had the promises. {descent: or, pedigree}	0.0	neutral	Mas aquél cuya genealogía no es contada de ellos, tomó de Abraham los diezmos, y bendijo al que tenía las promesas.
HEB.7.7	7	7	And without all contradiction the less is blessed of the better.	0.1667	positive	Y sin contradicción alguna, lo que es menos es bendecido de lo que es más.
HEB.7.8	7	8	And here men that die receive tithes; but there he {receiveth them}, of whom it is witnessed that he liveth.	0.0	neutral	Y aquí ciertamente los hombres mortales toman los diezmos: mas allí, aquel del cual está dado testimonio que vive.
HEB.7.9	7	9	And as I may so say, Levi also, who receiveth tithes, payed tithes in Abraham.	0.0	neutral	Y, por decirlo así, en Abraham fué diezmado también Leví, que recibe los diezmos;
HEB.7.10	7	10	For he was yet in the loins of his father, when Melchisedec met him.	0.0	neutral	Porque aun estaba en los lomos de su padre cuando Melchîsedec le salió al encuentro.
HEB.7.11	7	11	If therefore perfection were by the Levitical priesthood, (for under it the people received the law,) what further need {was there} that another priest should rise after the order of Melchisedec, and not be called after the order of Aaron?	0.0	neutral	Si pues la perfección era por el sacerdocio Levítico (porque debajo de él recibio el pueblo la ley) ¿qué necesidad había aún de que se levantase otro sacerdote según el orden de Melchîsedec, y que no fuese llamado según el orden de Aarón?
HEB.7.12	7	12	For the priesthood being changed, there is made of necessity a change also of the law.	0.0	neutral	Pues mudado el sacerdocio, necesario es que se haga también mudanza de la ley.
HEB.7.13	7	13	For he of whom these things are spoken pertaineth to another tribe, of which no man gave attendance at the altar.	0.0	neutral	Porque aquel del cual esto se dice, de otra tribu es, de la cual nadie asistió al altar.
HEB.7.14	7	14	For {it is} evident that our Lord sprang out of Juda; of which tribe Moses spake nothing concerning priesthood.	0.25	positive	Porque notorio es que el Señor nuestro nació de la tribu de Judá, sobre cuya tribu nada habló Moisés tocante al sacerdocio.
HEB.7.15	7	15	And it is yet far more evident: for that after the similitude of Melchisedec there ariseth another priest,	0.2833	positive	Y aun más manifiesto es, si á semejanza de Melchîsedec se levanta otro sacerdote,
HEB.7.16	7	16	Who is made, not after the law of a carnal commandment, but after the power of an endless life.	-0.125	negative	El cual no es hecho conforme á la ley del mandamiento carnal, sino según la virtud de vida indisoluble;
HEB.7.17	7	17	For he testifieth, Thou {art} a priest for ever after the order of Melchisedec.	0.0	neutral	Pues se da testimonio de él: Tú eres sacerdote para siempre, Según el orden de Melchîsedec.
HEB.7.18	7	18	For there is verily a disannulling of the commandment going before for the weakness and unprofitableness thereof.	0.0	neutral	El mandamiento precedente, cierto se abroga por su flaqueza é inutilidad;
HEB.7.19	7	19	For the law made nothing perfect, but the bringing in of a better hope {did}; by the which we draw nigh unto God. {the bringing...: or, it was the bringing in}	0.75	positive	Porque nada perfeccionó la ley; mas hízolo la introducción de mejor esperanza, por la cual nos acercamos á Dios.
HEB.7.20	7	20	And inasmuch as not without an oath {he was made priest}:	0.0	neutral	Y por cuanto no fué sin juramento,
HEB.7.21	7	21	(For those priests were made without an oath; but this with an oath by him that said unto him, The Lord sware and will not repent, Thou {art} a priest for ever after the order of Melchisedec:) {without...: or, without swearing of an oath}	0.5	positive	(Porque los otros cierto sin juramento fueron hechos sacerdotes; mas éste, con juramento por el que le dijo: Juró el Señor, y no se arrepentirá: Tú eres sacerdote eternamente Según el orden de Melchîsedec:)
